Data_Type,Variable_Name,Variable_Start,Variable_End,Variable_Length,Variable_Details_1,Variable_Details_2,Variable_Details_3,Variable_Details_4
byte,shb306rc_32,,,0,Refusal due to COVID-19 (QH306),,,
byte,shb306rc_33,,,0,Refusal due to COVID-19 (QH306),,,
byte,shb306rc_34,,,0,Refusal due to COVID-19 (QH306),,,
byte,shb306rc_35,,,0,Refusal due to COVID-19 (QH306),,,
byte,shb311rc_01,,,0,Refusal due to COVID-19 (QH311),,,
byte,shb311rc_02,,,0,Refusal due to COVID-19 (QH311),,,
byte,shb311rc_03,,,0,Refusal due to COVID-19 (QH311),,,
byte,shb311rc_04,,,0,Refusal due to COVID-19 (QH311),,,
byte,shb311rc_05,,,0,Refusal due to COVID-19 (QH311),,,
byte,shb311rc_06,,,0,Refusal due to COVID-19 (QH311),,,
byte,shb311rc_07,,,0,Refusal due to COVID-19 (QH311),,,
byte,shb311rc_08,,,0,Refusal due to COVID-19 (QH311),,,
byte,shb311rc_09,,,0,Refusal due to COVID-19 (QH311),,,
byte,shb311rc_10,,,0,Refusal due to COVID-19 (QH311),,,
byte,shb311rc_11,,,0,Refusal due to COVID-19 (QH311),,,
byte,shb311rc_12,,,0,Refusal due to COVID-19 (QH311),,,
byte,shb311rc_13,,,0,Refusal due to COVID-19 (QH311),,,
byte,shb311rc_14,,,0,Refusal due to COVID-19 (QH311),,,
byte,shb311rc_15,,,0,Refusal due to COVID-19 (QH311),,,
byte,shb311rc_16,,,0,Refusal due to COVID-19 (QH311),,,
byte,shb311rc_17,,,0,Refusal due to COVID-19 (QH311),,,
byte,shb311rc_18,,,0,Refusal due to COVID-19 (QH311),,,
byte,shb311rc_19,,,0,Refusal due to COVID-19 (QH311),,,
byte,shb311rc_20,,,0,Refusal due to COVID-19 (QH311),,,
byte,shb311rc_21,,,0,Refusal due to COVID-19 (QH311),,,
byte,shb311rc_22,,,0,Refusal due to COVID-19 (QH311),,,
byte,shb311rc_23,,,0,Refusal due to COVID-19 (QH311),,,
byte,shb311rc_24,,,0,Refusal due to COVID-19 (QH311),,,
byte,shb311rc_25,,,0,Refusal due to COVID-19 (QH311),,,
byte,shb311rc_26,,,0,Refusal due to COVID-19 (QH311),,,
byte,shb311rc_27,,,0,Refusal due to COVID-19 (QH311),,,
byte,shb311rc_28,,,0,Refusal due to COVID-19 (QH311),,,
byte,shb311rc_29,,,0,Refusal due to COVID-19 (QH311),,,
byte,shb311rc_30,,,0,Refusal due to COVID-19 (QH311),,,
byte,shb311rc_31,,,0,Refusal due to COVID-19 (QH311),,,
byte,shb311rc_32,,,0,Refusal due to COVID-19 (QH311),,,
byte,shb311rc_33,,,0,Refusal due to COVID-19 (QH311),,,
byte,shb311rc_34,,,0,Refusal due to COVID-19 (QH311),,,
byte,shb311rc_35,,,0,Refusal due to COVID-19 (QH311),,,
byte,shb313rc_01,,,0,Refusal due to COVID-19 (QH313),,,
byte,shb313rc_02,,,0,Refusal due to COVID-19 (QH313),,,
byte,shb313rc_03,,,0,Refusal due to COVID-19 (QH313),,,
byte,shb313rc_04,,,0,Refusal due to COVID-19 (QH313),,,
byte,shb313rc_05,,,0,Refusal due to COVID-19 (QH313),,,
byte,shb313rc_06,,,0,Refusal due to COVID-19 (QH313),,,
byte,shb313rc_07,,,0,Refusal due to COVID-19 (QH313),,,
byte,shb313rc_08,,,0,Refusal due to COVID-19 (QH313),,,
byte,shb313rc_09,,,0,Refusal due to COVID-19 (QH313),,,
byte,shb313rc_10,,,0,Refusal due to COVID-19 (QH313),,,
byte,shb313rc_11,,,0,Refusal due to COVID-19 (QH313),,,
byte,shb313rc_12,,,0,Refusal due to COVID-19 (QH313),,,
byte,shb313rc_13,,,0,Refusal due to COVID-19 (QH313),,,
byte,shb313rc_14,,,0,Refusal due to COVID-19 (QH313),,,
byte,shb313rc_15,,,0,Refusal due to COVID-19 (QH313),,,
byte,shb313rc_16,,,0,Refusal due to COVID-19 (QH313),,,
byte,shb313rc_17,,,0,Refusal due to COVID-19 (QH313),,,
byte,shb313rc_18,,,0,Refusal due to COVID-19 (QH313),,,
byte,shb313rc_19,,,0,Refusal due to COVID-19 (QH313),,,
byte,shb313rc_20,,,0,Refusal due to COVID-19 (QH313),,,
byte,shb313rc_21,,,0,Refusal due to COVID-19 (QH313),,,
byte,shb313rc_22,,,0,Refusal due to COVID-19 (QH313),,,
byte,shb313rc_23,,,0,Refusal due to COVID-19 (QH313),,,
byte,shb313rc_24,,,0,Refusal due to COVID-19 (QH313),,,
byte,shb313rc_25,,,0,Refusal due to COVID-19 (QH313),,,
byte,shb313rc_26,,,0,Refusal due to COVID-19 (QH313),,,
byte,shb313rc_27,,,0,Refusal due to COVID-19 (QH313),,,
byte,shb313rc_28,,,0,Refusal due to COVID-19 (QH313),,,
byte,shb313rc_29,,,0,Refusal due to COVID-19 (QH313),,,
byte,shb313rc_30,,,0,Refusal due to COVID-19 (QH313),,,
byte,shb313rc_31,,,0,Refusal due to COVID-19 (QH313),,,
byte,shb313rc_32,,,0,Refusal due to COVID-19 (QH313),,,
byte,shb313rc_33,,,0,Refusal due to COVID-19 (QH313),,,
byte,shb313rc_34,,,0,Refusal due to COVID-19 (QH313),,,
byte,shb313rc_35,,,0,Refusal due to COVID-19 (QH313),,,
byte,shb318rc_01,,,0,Refusal due to COVID-19 (QH318),,,
byte,shb318rc_02,,,0,Refusal due to COVID-19 (QH318),,,
byte,shb318rc_03,,,0,Refusal due to COVID-19 (QH318),,,
byte,shb318rc_04,,,0,Refusal due to COVID-19 (QH318),,,
byte,shb318rc_05,,,0,Refusal due to COVID-19 (QH318),,,
byte,shb318rc_06,,,0,Refusal due to COVID-19 (QH318),,,
byte,shb318rc_07,,,0,Refusal due to COVID-19 (QH318),,,
byte,shb318rc_08,,,0,Refusal due to COVID-19 (QH318),,,
byte,shb318rc_09,,,0,Refusal due to COVID-19 (QH318),,,
byte,shb318rc_10,,,0,Refusal due to COVID-19 (QH318),,,
byte,shb318rc_11,,,0,Refusal due to COVID-19 (QH318),,,
byte,shb318rc_12,,,0,Refusal due to COVID-19 (QH318),,,
byte,shb318rc_13,,,0,Refusal due to COVID-19 (QH318),,,
byte,shb318rc_14,,,0,Refusal due to COVID-19 (QH318),,,
byte,shb318rc_15,,,0,Refusal due to COVID-19 (QH318),,,
byte,shb318rc_16,,,0,Refusal due to COVID-19 (QH318),,,
byte,shb318rc_17,,,0,Refusal due to COVID-19 (QH318),,,
byte,shb318rc_18,,,0,Refusal due to COVID-19 (QH318),,,
byte,shb318rc_19,,,0,Refusal due to COVID-19 (QH318),,,
byte,shb318rc_20,,,0,Refusal due to COVID-19 (QH318),,,
byte,shb318rc_21,,,0,Refusal due to COVID-19 (QH318),,,
byte,shb318rc_22,,,0,Refusal due to COVID-19 (QH318),,,
byte,shb318rc_23,,,0,Refusal due to COVID-19 (QH318),,,
byte,shb318rc_24,,,0,Refusal due to COVID-19 (QH318),,,
byte,shb318rc_25,,,0,Refusal due to COVID-19 (QH318),,,
byte,shb318rc_26,,,0,Refusal due to COVID-19 (QH318),,,
byte,shb318rc_27,,,0,Refusal due to COVID-19 (QH318),,,
byte,shb318rc_28,,,0,Refusal due to COVID-19 (QH318),,,
byte,shb318rc_29,,,0,Refusal due to COVID-19 (QH318),,,
byte,shb318rc_30,,,0,Refusal due to COVID-19 (QH318),,,
byte,shb318rc_31,,,0,Refusal due to COVID-19 (QH318),,,
byte,shb318rc_32,,,0,Refusal due to COVID-19 (QH318),,,
byte,shb318rc_33,,,0,Refusal due to COVID-19 (QH318),,,
byte,shb318rc_34,,,0,Refusal due to COVID-19 (QH318),,,
byte,shb318rc_35,,,0,Refusal due to COVID-19 (QH318),,,
byte,shb325rc_01,,,0,Refusal due to COVID-19 (QH325),,,
byte,shb325rc_02,,,0,Refusal due to COVID-19 (QH325),,,
byte,shb325rc_03,,,0,Refusal due to COVID-19 (QH325),,,
byte,shb325rc_04,,,0,Refusal due to COVID-19 (QH325),,,
byte,shb325rc_05,,,0,Refusal due to COVID-19 (QH325),,,
byte,shb325rc_06,,,0,Refusal due to COVID-19 (QH325),,,
byte,shb325rc_07,,,0,Refusal due to COVID-19 (QH325),,,
byte,shb325rc_08,,,0,Refusal due to COVID-19 (QH325),,,
byte,shb325rc_09,,,0,Refusal due to COVID-19 (QH325),,,
byte,shb325rc_10,,,0,Refusal due to COVID-19 (QH325),,,
byte,shb325rc_11,,,0,Refusal due to COVID-19 (QH325),,,
byte,shb325rc_12,,,0,Refusal due to COVID-19 (QH325),,,
byte,shb325rc_13,,,0,Refusal due to COVID-19 (QH325),,,
byte,shb325rc_14,,,0,Refusal due to COVID-19 (QH325),,,
byte,shb325rc_15,,,0,Refusal due to COVID-19 (QH325),,,
byte,shb325rc_16,,,0,Refusal due to COVID-19 (QH325),,,
byte,shb325rc_17,,,0,Refusal due to COVID-19 (QH325),,,
byte,shb325rc_18,,,0,Refusal due to COVID-19 (QH325),,,
byte,shb325rc_19,,,0,Refusal due to COVID-19 (QH325),,,
byte,shb325rc_20,,,0,Refusal due to COVID-19 (QH325),,,
byte,shb325rc_21,,,0,Refusal due to COVID-19 (QH325),,,
byte,shb325rc_22,,,0,Refusal due to COVID-19 (QH325),,,
byte,shb325rc_23,,,0,Refusal due to COVID-19 (QH325),,,
byte,shb325rc_24,,,0,Refusal due to COVID-19 (QH325),,,
byte,shb325rc_25,,,0,Refusal due to COVID-19 (QH325),,,
byte,shb325rc_26,,,0,Refusal due to COVID-19 (QH325),,,
byte,shb325rc_27,,,0,Refusal due to COVID-19 (QH325),,,
byte,shb325rc_28,,,0,Refusal due to COVID-19 (QH325),,,
byte,shb325rc_29,,,0,Refusal due to COVID-19 (QH325),,,
byte,shb325rc_30,,,0,Refusal due to COVID-19 (QH325),,,
byte,shb325rc_31,,,0,Refusal due to COVID-19 (QH325),,,
byte,shb325rc_32,,,0,Refusal due to COVID-19 (QH325),,,
byte,shb325rc_33,,,0,Refusal due to COVID-19 (QH325),,,
byte,shb325rc_34,,,0,Refusal due to COVID-19 (QH325),,,
byte,shb325rc_35,,,0,Refusal due to COVID-19 (QH325),,,
byte,shb329rc_01,,,0,Refusal due to COVID-19 (QH329),,,
byte,shb329rc_02,,,0,Refusal due to COVID-19 (QH329),,,
byte,shb329rc_03,,,0,Refusal due to COVID-19 (QH329),,,
byte,shb329rc_04,,,0,Refusal due to COVID-19 (QH329),,,
byte,shb329rc_05,,,0,Refusal due to COVID-19 (QH329),,,
byte,shb329rc_06,,,0,Refusal due to COVID-19 (QH329),,,
byte,shb329rc_07,,,0,Refusal due to COVID-19 (QH329),,,
byte,shb329rc_08,,,0,Refusal due to COVID-19 (QH329),,,
byte,shb329rc_09,,,0,Refusal due to COVID-19 (QH329),,,
byte,shb329rc_10,,,0,Refusal due to COVID-19 (QH329),,,
byte,shb329rc_11,,,0,Refusal due to COVID-19 (QH329),,,
byte,shb329rc_12,,,0,Refusal due to COVID-19 (QH329),,,
byte,shb329rc_13,,,0,Refusal due to COVID-19 (QH329),,,
byte,shb329rc_14,,,0,Refusal due to COVID-19 (QH329),,,
byte,shb329rc_15,,,0,Refusal due to COVID-19 (QH329),,,
byte,shb329rc_16,,,0,Refusal due to COVID-19 (QH329),,,
byte,shb329rc_17,,,0,Refusal due to COVID-19 (QH329),,,
byte,shb329rc_18,,,0,Refusal due to COVID-19 (QH329),,,
byte,shb329rc_19,,,0,Refusal due to COVID-19 (QH329),,,
byte,shb329rc_20,,,0,Refusal due to COVID-19 (QH329),,,
byte,shb329rc_21,,,0,Refusal due to COVID-19 (QH329),,,
byte,shb329rc_22,,,0,Refusal due to COVID-19 (QH329),,,
byte,shb329rc_23,,,0,Refusal due to COVID-19 (QH329),,,
byte,shb329rc_24,,,0,Refusal due to COVID-19 (QH329),,,
byte,shb329rc_25,,,0,Refusal due to COVID-19 (QH329),,,
byte,shb329rc_26,,,0,Refusal due to COVID-19 (QH329),,,
byte,shb329rc_27,,,0,Refusal due to COVID-19 (QH329),,,
byte,shb329rc_28,,,0,Refusal due to COVID-19 (QH329),,,
byte,shb329rc_29,,,0,Refusal due to COVID-19 (QH329),,,
byte,shb329rc_30,,,0,Refusal due to COVID-19 (QH329),,,
byte,shb329rc_31,,,0,Refusal due to COVID-19 (QH329),,,
byte,shb329rc_32,,,0,Refusal due to COVID-19 (QH329),,,
byte,shb329rc_33,,,0,Refusal due to COVID-19 (QH329),,,
byte,shb329rc_34,,,0,Refusal due to COVID-19 (QH329),,,
byte,shb329rc_35,,,0,Refusal due to COVID-19 (QH329),,,
byte,shb343rc_01,,,0,Refusal due to COVID-19 (QH343),,,
byte,shb343rc_02,,,0,Refusal due to COVID-19 (QH343),,,
byte,shb343rc_03,,,0,Refusal due to COVID-19 (QH343),,,
byte,shb343rc_04,,,0,Refusal due to COVID-19 (QH343),,,
byte,shb343rc_05,,,0,Refusal due to COVID-19 (QH343),,,
byte,shb343rc_06,,,0,Refusal due to COVID-19 (QH343),,,
byte,shb343rc_07,,,0,Refusal due to COVID-19 (QH343),,,
byte,shb343rc_08,,,0,Refusal due to COVID-19 (QH343),,,
byte,shb343rc_09,,,0,Refusal due to COVID-19 (QH343),,,
byte,shb343rc_10,,,0,Refusal due to COVID-19 (QH343),,,
byte,shb343rc_11,,,0,Refusal due to COVID-19 (QH343),,,
byte,shb343rc_12,,,0,Refusal due to COVID-19 (QH343),,,
byte,shb343rc_13,,,0,Refusal due to COVID-19 (QH343),,,
byte,shb343rc_14,,,0,Refusal due to COVID-19 (QH343),,,
byte,shb343rc_15,,,0,Refusal due to COVID-19 (QH343),,,
byte,shb343rc_16,,,0,Refusal due to COVID-19 (QH343),,,
byte,shb343rc_17,,,0,Refusal due to COVID-19 (QH343),,,
byte,shb343rc_18,,,0,Refusal due to COVID-19 (QH343),,,
byte,shb343rc_19,,,0,Refusal due to COVID-19 (QH343),,,
byte,shb343rc_20,,,0,Refusal due to COVID-19 (QH343),,,
byte,shb343rc_21,,,0,Refusal due to COVID-19 (QH343),,,
byte,shb343rc_22,,,0,Refusal due to COVID-19 (QH343),,,
byte,shb343rc_23,,,0,Refusal due to COVID-19 (QH343),,,
byte,shb343rc_24,,,0,Refusal due to COVID-19 (QH343),,,
byte,shb343rc_25,,,0,Refusal due to COVID-19 (QH343),,,
byte,shb343rc_26,,,0,Refusal due to COVID-19 (QH343),,,
byte,shb343rc_27,,,0,Refusal due to COVID-19 (QH343),,,
byte,shb343rc_28,,,0,Refusal due to COVID-19 (QH343),,,
byte,shb343rc_29,,,0,Refusal due to COVID-19 (QH343),,,
byte,shb343rc_30,,,0,Refusal due to COVID-19 (QH343),,,
byte,shb343rc_31,,,0,Refusal due to COVID-19 (QH343),,,
byte,shb343rc_32,,,0,Refusal due to COVID-19 (QH343),,,
byte,shb343rc_33,,,0,Refusal due to COVID-19 (QH343),,,
byte,shb343rc_34,,,0,Refusal due to COVID-19 (QH343),,,
byte,shb343rc_35,,,0,Refusal due to COVID-19 (QH343),,,
byte,shb345rc_01,,,0,Refusal due to COVID-19 (QH345),,,
byte,shb345rc_02,,,0,Refusal due to COVID-19 (QH345),,,
byte,shb345rc_03,,,0,Refusal due to COVID-19 (QH345),,,
byte,shb345rc_04,,,0,Refusal due to COVID-19 (QH345),,,
byte,shb345rc_05,,,0,Refusal due to COVID-19 (QH345),,,
byte,shb345rc_06,,,0,Refusal due to COVID-19 (QH345),,,
byte,shb345rc_07,,,0,Refusal due to COVID-19 (QH345),,,
byte,shb345rc_08,,,0,Refusal due to COVID-19 (QH345),,,
byte,shb345rc_09,,,0,Refusal due to COVID-19 (QH345),,,
byte,shb345rc_10,,,0,Refusal due to COVID-19 (QH345),,,
byte,shb345rc_11,,,0,Refusal due to COVID-19 (QH345),,,
byte,shb345rc_12,,,0,Refusal due to COVID-19 (QH345),,,
byte,shb345rc_13,,,0,Refusal due to COVID-19 (QH345),,,
byte,shb345rc_14,,,0,Refusal due to COVID-19 (QH345),,,
byte,shb345rc_15,,,0,Refusal due to COVID-19 (QH345),,,
byte,shb345rc_16,,,0,Refusal due to COVID-19 (QH345),,,
byte,shb345rc_17,,,0,Refusal due to COVID-19 (QH345),,,
byte,shb345rc_18,,,0,Refusal due to COVID-19 (QH345),,,
byte,shb345rc_19,,,0,Refusal due to COVID-19 (QH345),,,
byte,shb345rc_20,,,0,Refusal due to COVID-19 (QH345),,,
byte,shb345rc_21,,,0,Refusal due to COVID-19 (QH345),,,
byte,shb345rc_22,,,0,Refusal due to COVID-19 (QH345),,,
byte,shb345rc_23,,,0,Refusal due to COVID-19 (QH345),,,
byte,shb345rc_24,,,0,Refusal due to COVID-19 (QH345),,,
byte,shb345rc_25,,,0,Refusal due to COVID-19 (QH345),,,
byte,shb345rc_26,,,0,Refusal due to COVID-19 (QH345),,,
byte,shb345rc_27,,,0,Refusal due to COVID-19 (QH345),,,
byte,shb345rc_28,,,0,Refusal due to COVID-19 (QH345),,,
byte,shb345rc_29,,,0,Refusal due to COVID-19 (QH345),,,
byte,shb345rc_30,,,0,Refusal due to COVID-19 (QH345),,,
byte,shb345rc_31,,,0,Refusal due to COVID-19 (QH345),,,
byte,shb345rc_32,,,0,Refusal due to COVID-19 (QH345),,,
byte,shb345rc_33,,,0,Refusal due to COVID-19 (QH345),,,
byte,shb345rc_34,,,0,Refusal due to COVID-19 (QH345),,,
byte,shb345rc_35,,,0,Refusal due to COVID-19 (QH345),,,
byte,shb350rc_01,,,0,Refusal due to COVID-19 (QH350),,,
byte,shb350rc_02,,,0,Refusal due to COVID-19 (QH350),,,
byte,shb350rc_03,,,0,Refusal due to COVID-19 (QH350),,,
byte,shb350rc_04,,,0,Refusal due to COVID-19 (QH350),,,
byte,shb350rc_05,,,0,Refusal due to COVID-19 (QH350),,,
byte,shb350rc_06,,,0,Refusal due to COVID-19 (QH350),,,
byte,shb350rc_07,,,0,Refusal due to COVID-19 (QH350),,,
byte,shb350rc_08,,,0,Refusal due to COVID-19 (QH350),,,
byte,shb350rc_09,,,0,Refusal due to COVID-19 (QH350),,,
byte,shb350rc_10,,,0,Refusal due to COVID-19 (QH350),,,
byte,shb350rc_11,,,0,Refusal due to COVID-19 (QH350),,,
byte,shb350rc_12,,,0,Refusal due to COVID-19 (QH350),,,
byte,shb350rc_13,,,0,Refusal due to COVID-19 (QH350),,,
byte,shb350rc_14,,,0,Refusal due to COVID-19 (QH350),,,
byte,shb350rc_15,,,0,Refusal due to COVID-19 (QH350),,,
byte,shb350rc_16,,,0,Refusal due to COVID-19 (QH350),,,
byte,shb350rc_17,,,0,Refusal due to COVID-19 (QH350),,,
byte,shb350rc_18,,,0,Refusal due to COVID-19 (QH350),,,
byte,shb350rc_19,,,0,Refusal due to COVID-19 (QH350),,,
byte,shb350rc_20,,,0,Refusal due to COVID-19 (QH350),,,
byte,shb350rc_21,,,0,Refusal due to COVID-19 (QH350),,,
byte,shb350rc_22,,,0,Refusal due to COVID-19 (QH350),,,
byte,shb350rc_23,,,0,Refusal due to COVID-19 (QH350),,,
byte,shb350rc_24,,,0,Refusal due to COVID-19 (QH350),,,
byte,shb350rc_25,,,0,Refusal due to COVID-19 (QH350),,,
byte,shb350rc_26,,,0,Refusal due to COVID-19 (QH350),,,
byte,shb350rc_27,,,0,Refusal due to COVID-19 (QH350),,,
byte,shb350rc_28,,,0,Refusal due to COVID-19 (QH350),,,
byte,shb350rc_29,,,0,Refusal due to COVID-19 (QH350),,,
byte,shb350rc_30,,,0,Refusal due to COVID-19 (QH350),,,
byte,shb350rc_31,,,0,Refusal due to COVID-19 (QH350),,,
byte,shb350rc_32,,,0,Refusal due to COVID-19 (QH350),,,
byte,shb350rc_33,,,0,Refusal due to COVID-19 (QH350),,,
byte,shb350rc_34,,,0,Refusal due to COVID-19 (QH350),,,
byte,shb350rc_35,,,0,Refusal due to COVID-19 (QH350),,,
byte,shb352rc_01,,,0,Refusal due to COVID-19 (QH352),,,
byte,shb352rc_02,,,0,Refusal due to COVID-19 (QH352),,,
byte,shb352rc_03,,,0,Refusal due to COVID-19 (QH352),,,
byte,shb352rc_04,,,0,Refusal due to COVID-19 (QH352),,,
byte,shb352rc_05,,,0,Refusal due to COVID-19 (QH352),,,
byte,shb352rc_06,,,0,Refusal due to COVID-19 (QH352),,,
byte,shb352rc_07,,,0,Refusal due to COVID-19 (QH352),,,
byte,shb352rc_08,,,0,Refusal due to COVID-19 (QH352),,,
byte,shb352rc_09,,,0,Refusal due to COVID-19 (QH352),,,
byte,shb352rc_10,,,0,Refusal due to COVID-19 (QH352),,,
byte,shb352rc_11,,,0,Refusal due to COVID-19 (QH352),,,
byte,shb352rc_12,,,0,Refusal due to COVID-19 (QH352),,,
byte,shb352rc_13,,,0,Refusal due to COVID-19 (QH352),,,
byte,shb352rc_14,,,0,Refusal due to COVID-19 (QH352),,,
byte,shb352rc_15,,,0,Refusal due to COVID-19 (QH352),,,
byte,shb352rc_16,,,0,Refusal due to COVID-19 (QH352),,,
byte,shb352rc_17,,,0,Refusal due to COVID-19 (QH352),,,
byte,shb352rc_18,,,0,Refusal due to COVID-19 (QH352),,,
byte,shb352rc_19,,,0,Refusal due to COVID-19 (QH352),,,
byte,shb352rc_20,,,0,Refusal due to COVID-19 (QH352),,,
byte,shb352rc_21,,,0,Refusal due to COVID-19 (QH352),,,
byte,shb352rc_22,,,0,Refusal due to COVID-19 (QH352),,,
byte,shb352rc_23,,,0,Refusal due to COVID-19 (QH352),,,
byte,shb352rc_24,,,0,Refusal due to COVID-19 (QH352),,,
byte,shb352rc_25,,,0,Refusal due to COVID-19 (QH352),,,
byte,shb352rc_26,,,0,Refusal due to COVID-19 (QH352),,,
byte,shb352rc_27,,,0,Refusal due to COVID-19 (QH352),,,
byte,shb352rc_28,,,0,Refusal due to COVID-19 (QH352),,,
byte,shb352rc_29,,,0,Refusal due to COVID-19 (QH352),,,
byte,shb352rc_30,,,0,Refusal due to COVID-19 (QH352),,,
byte,shb352rc_31,,,0,Refusal due to COVID-19 (QH352),,,
byte,shb352rc_32,,,0,Refusal due to COVID-19 (QH352),,,
byte,shb352rc_33,,,0,Refusal due to COVID-19 (QH352),,,
byte,shb352rc_34,,,0,Refusal due to COVID-19 (QH352),,,
byte,shb352rc_35,,,0,Refusal due to COVID-19 (QH352),,,
byte,shb362rc_01,,,0,Refusal due to COVID-19 (QH362),,,
